frame,id,green_x,green_y,red_x,red_y,dx,dy,dist,baseline_deg,baseline_m
3221,1,223.600,199.670,227.575,199.418,3.974,-0.252,3.982,65.6921,0.65966
3222,1,224.202,199.717,227.860,199.498,3.658,-0.219,3.665,65.6578,0.65966
3223,1,224.659,200.336,228.549,199.773,3.890,-0.563,3.930,65.5802,0.65981
3224,1,224.509,200.144,228.376,199.646,3.866,-0.498,3.898,65.6132,0.66004
3225,1,224.838,200.556,228.645,200.014,3.807,-0.542,3.845,65.6007,0.66025
3226,1,225.714,200.557,229.602,200.175,3.888,-0.382,3.907,65.5240,0.66066
3227,1,226.342,200.549,230.039,200.079,3.697,-0.470,3.727,65.4996,0.66100
3228,1,226.515,200.110,230.438,199.681,3.923,-0.429,3.946,65.4782,0.66146
3229,1,227.225,199.783,231.010,199.580,3.785,-0.204,3.790,65.4152,0.66150
3230,1,227.552,199.664,231.418,199.512,3.865,-0.152,3.868,65.3767,0.66158
3231,1,227.727,199.378,231.810,198.932,4.083,-0.446,4.107,65.3283,0.66165
3232,1,228.578,198.724,232.494,198.556,3.916,-0.168,3.920,65.2445,0.66158
3233,1,228.552,198.441,232.471,197.868,3.919,-0.573,3.961,65.2485,0.66174
3234,1,229.196,197.744,232.961,197.424,3.766,-0.320,3.779,65.1992,0.66174
3235,1,230.354,198.207,234.098,197.707,3.744,-0.500,3.777,65.0831,0.66182
3236,1,230.944,198.469,234.816,197.910,3.872,-0.559,3.912,65.0228,0.66203
3237,1,231.586,198.537,235.475,198.031,3.888,-0.506,3.921,64.9579,0.66216
3238,1,232.526,198.281,236.243,197.794,3.716,-0.487,3.748,64.8829,0.66225
3239,1,232.939,198.627,236.685,198.253,3.746,-0.374,3.765,64.8411,0.66227
3240,1,232.975,198.853,236.799,198.517,3.824,-0.336,3.839,64.8414,0.66258
3241,1,232.660,199.403,236.602,198.917,3.941,-0.486,3.971,64.8823,0.66288
3242,1,232.885,199.714,236.797,199.423,3.912,-0.291,3.923,64.8694,0.66302
3243,1,233.285,199.803,237.022,199.503,3.737,-0.300,3.749,64.8520,0.66322
3244,1,232.901,199.970,236.829,199.574,3.928,-0.396,3.948,64.8788,0.66333
3245,1,232.844,199.694,236.737,199.414,3.893,-0.280,3.903,64.8897,0.66332
3246,1,233.521,199.781,237.315,199.526,3.794,-0.255,3.802,64.8230,0.66330
3247,1,233.409,199.585,237.074,199.264,3.665,-0.320,3.679,64.8505,0.66332
3248,1,232.866,199.588,236.730,199.273,3.864,-0.315,3.877,64.8924,0.66334
3249,1,232.854,199.617,236.736,199.269,3.881,-0.349,3.897,64.9016,0.66342
3250,1,233.307,199.526,237.037,199.171,3.730,-0.355,3.747,64.8808,0.66361
3251,1,234.514,200.564,238.324,200.289,3.810,-0.276,3.819,64.7459,0.66376
3252,1,234.446,200.522,238.209,200.202,3.763,-0.320,3.777,64.7716,0.66403
3253,1,234.307,200.698,238.032,200.482,3.726,-0.217,3.732,64.8084,0.66443
3254,1,234.574,200.688,238.343,200.481,3.769,-0.206,3.775,64.7756,0.66449
3255,1,235.133,200.749,238.909,200.534,3.776,-0.215,3.782,64.7125,0.66447
3256,1,234.616,200.594,238.457,200.297,3.841,-0.297,3.852,64.7489,0.66449
3257,1,234.406,200.675,238.089,200.510,3.683,-0.164,3.687,64.7701,0.66449
3258,1,233.585,200.790,237.416,200.613,3.831,-0.177,3.835,64.8407,0.66453
3259,1,232.703,200.787,236.572,200.588,3.869,-0.199,3.874,64.9385,0.66463
3260,1,232.536,200.723,232.573,200.752,0.036,0.029,0.046,0.0396,0.00011
3261,1,233.409,200.560,233.357,200.468,-0.052,-0.092,0.106,0.0791,0.00019
3262,1,234.113,200.429,234.043,200.277,-0.070,-0.152,0.167,0.1251,0.00041
3263,1,234.251,200.243,234.084,200.077,-0.167,-0.166,0.236,0.1119,0.00072
3264,1,233.619,200.213,233.653,200.048,0.034,-0.165,0.169,0.0685,0.00083
3265,1,233.275,200.441,233.152,200.239,-0.123,-0.201,0.236,0.0000,0.00077
3266,1,233.279,200.585,233.097,200.563,-0.182,-0.023,0.183,0.0396,0.00072
3267,1,232.934,201.507,232.941,201.196,0.006,-0.311,0.311,0.1119,0.00078
3268,1,232.935,201.556,232.864,201.334,-0.070,-0.221,0.232,0.1047,0.00082
3269,1,233.054,201.622,233.011,201.449,-0.043,-0.172,0.177,0.1251,0.00111
3270,1,233.263,201.784,233.048,201.682,-0.215,-0.102,0.238,0.1813,0.00128
3271,1,232.691,202.249,232.764,202.011,0.073,-0.237,0.248,0.3013,0.00158
3272,1,232.597,202.139,232.687,202.006,0.090,-0.133,0.160,0.2683,0.00184
3273,1,232.587,201.527,232.753,201.286,0.165,-0.241,0.292,0.1679,0.00221
3274,1,232.857,200.432,232.951,200.321,0.094,-0.111,0.145,0.2471,0.00246
3275,1,233.446,200.340,233.365,200.270,-0.081,-0.070,0.107,0.4093,0.00313
3276,1,235.336,201.730,235.290,201.816,-0.046,0.086,0.097,0.7476,0.00487
3277,1,237.962,203.615,238.038,203.485,0.076,-0.130,0.151,1.7346,0.00971
3278,1,240.712,202.896,240.774,202.884,0.062,-0.012,0.064,3.1713,0.01834
3279,1,247.190,201.291,246.882,200.911,-0.308,-0.380,0.489,5.1556,0.02979
